"Link","Abstract","Author Keywords","Index Keywords"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153042335&doi=10.1007%2fs11846-023-00658-5&partnerID=40&md5=6a450628858a2046e5daa90435d38cc4","Two important lines of research come together in this paper: entrepreneurship and corporate social responsibility (CSR). Both stand out for their ability to contribute to sustainable development and generate competitive and social advantages. This study combined both approaches under the concept of CSR entrepreneurship (CSRE). A scale was developed to assess corporate socially responsible entrepreneurs’ traits in corporate contexts (i.e., CSRE-s). This quantitative measurement instrument was initially composed of 84 items, which were subjected to various validity and reliability tests. Exploratory factor and confirmatory factor analyses were conducted to identify the most significant determinant variables of individuals engaging in CSRE. The validated CSRE-s indicates that the corporate socially responsible entrepreneurship construct involves 6 entrepreneurship factors and 3 CSR dimensions—environmental, social, and economic—with 2 factors each (i.e., 6 factors), assessed by a total of 76 items. This research’s main contribution is the identification of CSRE features in entrepreneurs that together constitute an original, unique, and innovative framework for a sustainable development approach to entrepreneurship. The proposed conceptual model can be used to ensure the CSR values validated for the CSRE-s are incorporated into entrepreneurial training programs (i.e., universities), the public sector’s policies promoting entrepreneurship, and strategic business plans for expansion via entrepreneurship. The CSRE-s can be used to strengthen these three areas simultaneously, which should provide social advantages to all stakeholders via the sustainable management of entrepreneurial projects. © 2023, The Author(s).","Confirmatory factor analysis; Corporate social responsibility; Entrepreneurship; Exploratory factor analysis; Spain",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151407410&doi=10.1108%2fMD-07-2022-0914&partnerID=40&md5=99703983c9cba26fad9ab05d1e8ac42b","Purpose: The purpose of this study was to explore the influence of entrepreneurial attitudes, motivation and orientation on the entrepreneurial competitive advantage of innovative entrepreneurs in the tourism and hospitality industry, including those involved with bed and breakfasts, travel agencies and restaurants. Design/methodology/approach: First, the sample for this study was selected through news media reporting on well-known new entrepreneurs, from lists of those entrepreneurs who have won innovation entrepreneurship loan subsidies from the government and from lists of those who have won innovation awards. Second, a pretest was used to confirm the feasibility of the questionnaire. The pretest survey was distributed to a total of 150 tourism and hospitality entrepreneurs. A total of 8 dimensions/facets and 36 items were confirmed. Finally, data collection took place for 9 months. A total of 1,150 questionnaires were distributed, and 606 questionnaires were recovered. Findings: This study proposes a new multi-integration model of moderation-mediation analysis. The innovative business model explores the relationship between entrepreneurial factors and competitive advantage. Based on a survey of 606 staff members and managers of tourism and hospitality firms, entrepreneurs in the tourism and hospitality industry with entrepreneurial attitudes and motives had opportunities to increase their entrepreneurial orientation. Practical implications: In the process of innovative entrepreneurship, whether through organizational learning or other enterprise cooperation, it is necessary to pay more attention and propose different environmental management strategies. In addition, this study also found that marketing uncertainty moderates between entrepreneurial attitudes and entrepreneurial motives. Entrepreneurial motives are more conservative than other motives, and there is increased confidence in investing in innovative entrepreneurship in stable environments. Originality/value: This study indicates that innovative entrepreneurial tourism and hospitality firms have a mediating or moderating effect on the relationship between entrepreneurial attitudes and positional advantage. If used properly, these resources can help the new entrants in the tourism and hospitality sector avoid the limitations of environmental change, firm size or insufficient information and improve their competitive advantage. © 2023, Emerald Publishing Limited.","Competitive advantage; Entrepreneurial alertness; Entrepreneurial motives; Entrepreneurial orientation; Market uncertainty",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122063169&doi=10.1108%2fIJSHE-04-2021-0162&partnerID=40&md5=14323b720168ba42ebde348669967851","Purpose: Considering the vital role of higher education institutions (HEIs) in accomplishing sustainable development goals, this study aims to examine how and when sustainable leadership (SL) influences sustainable performance by examining social innovation (SI) as a mediating mechanism and managerial discretion (MD) as a boundary condition based on upper echelon theory. Design/methodology/approach: This study is cross-sectional in nature. The authors adopted a cluster-sampling approach to collect data from 500 employees of HEIs in Pakistan and China. The response rate for this study was 52.63%. As the proposed model is complex, the authors used structural equation modeling (SEM) to analyze the research hypothesis. Findings: The empirical findings confirm the presence of SI as a competitive partial mediator between SL and sustainable performance. Nevertheless, the findings of this study do not suggest a higher positive effect of SL on SI in the presence of high MD. Research limitations/implications: The study evaluated the role of SL and SI in fostering sustainable performance from the perspective of employees in HEIs in China and Pakistan. Before the empirical evidence can be generalized, there is a need to conduct similar studies in other parts of Asia and Western countries as well. Practical implications: This study presents implications for higher education leaders and policymakers at the national level to foster the sustainable performance of their institutions. Social implications: The current evidence reveals the effectiveness of SL in achieving the social goals of HEIs through SI. The recommendations presented in this study can have an impact on society, providing it with a sustainable future. Originality/value: This study is the first of its kind to examine the mediating role of SI on the relationship between SL and sustainable performance. The present study also provides pioneering empirical evidence about the negative effects of MD in the context of HEIs. © 2021, Qaisar Iqbal and Katarzyna Piwowar-Sulej.","Asia; Green leadership; Innovation; Sustainable development; Sustainable HRM; University",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142169728&doi=10.1016%2fj.respol.2022.104667&partnerID=40&md5=8adc39a425ef75fa999ddbf3c90ddf33","The role of regional governments in fostering opportunity entrepreneurship has received increasing attention from both academics and practitioners. Drawing on research on entrepreneurial ecosystem (EE), this study provides a more analytical and holistic account of the supportive role of regional governments in underdeveloped institutional environments and their interactions with other key elements in regional EEs. I propose that in underdeveloped institutional environments, a regional government which is able to perform its core function of delivering public and social services is positively associated with the growth of opportunity entrepreneurship. This effect becomes stronger in regions with more market-based economies, higher education institutions (HEIs), an entrepreneurial culture, and social entrepreneurship. Empirical results based on entrepreneurship data at the provincial level in China between 1993 and 2013 provide strong support for the hypotheses. This study contributes to the literature on EE by providing more systematic evidence from underdeveloped institutional environments, and has policy implications for promoting opportunity entrepreneurship. © 2021 Elsevier B.V.","Entrepreneurial culture; Entrepreneurial ecosystems; HEIs; Market development; Opportunity entrepreneurship; Regional governments; Social entrepreneurship","Commerce; Public policy; Core functions; Entrepreneurial cultures; Entrepreneurial ecosystem; Higher education institutions; Key elements; Market development; Opportunity entrepreneurship; Regional government; Regional opportunities; Social entrepreneurship; Ecosystems"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161419408&partnerID=40&md5=c79ee729ae305f11e5e66ac4f1292c14","[No abstract available]","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166551855&doi=10.5465%2fannals.2021.0132&partnerID=40&md5=2c09f69d522f646287b89e82b56c7b2b","Indigenous Peoples and contexts have offered valuable insights to enrich management and organization theories and literature. Yet, despite their growing prevalence and impact, these insights have not been compiled and synthesized comprehensively. With this article, we provide a systematic and thorough analysis of Indigenous management and organization studies research published over a 90-year period (1932–2021), and synthesize this body of work into a multidimensional framework, exploring the various features and methodological considerations of Indigenous research. Our analysis reveals that the literature in the field remains fragmented and dispersed across many different subfields and publication outlets, making it challenging for researchers to aggregate, synthesize, and build upon prior works. Our framework integrates insights into recurrent themes and provides a common language to further advance this vital field of research. © Academy of Management Annals.","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144200052&doi=10.1108%2fIJCHM-04-2022-0461&partnerID=40&md5=3b85eecafa308ee06b468cb80322f878","Purpose: The major purpose of this research article is to empirically analyze a moderated-mediated model to comprehend the interrelationships between religiosity, life hardship, attitude toward social entrepreneurship (SE) and corporate social entrepreneurial orientation (SEO). Design/methodology/approach: The constructivist grounded theory method was used to analyze interviews, and partial least squares structural equation modeling was selected to analyze the developed nine hypotheses. Findings: Based on the structural model outcomes, the practicing religious believers reported a significantly higher level of corporate SEO and propensity for social proactiveness, innovativeness, risk-taking, socialness and persistence (dimensions of SEO) than the nonpracticing believers. Practical implications: This study provides the practical implication that social entrepreneurs with a higher degree of congruence with the prevailing religious institutionalized logic in a society have a higher inclination to create social value through corporate practices and operations. Originality/value: This study presents an SEO scale that incorporates the dimensions of two SEO scales developed by Kraus et al. (2017) and Syrjä et al. (2019). To the best of the author’s knowledge, the applicability and generalizability of this scale were supported for the first time in the SE discipline, particularly tourism SE. This scale effectively captures more characteristics of SE, particularly in the face of inefficient political and institutional forms. © 2022, Emerald Publishing Limited.","Corporate social entrepreneurship; Grounded theory; Moderated-mediated model; PLS-SEM; Religiosity",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134656403&doi=10.1108%2fIJEBR-07-2021-0600&partnerID=40&md5=4c62ba3b4e6d366a9f83967d18cf3a4b","Purpose: Despite growing scholarly interest in academic entrepreneurship (AE) few studies have examined its non-commercial aspects and how it contributes to meeting grand societal challenges. One explanation for this may be the continuing focus of AE on intellectual property commercialization. This paper aims to address this knowledge gap by uncovering how universities can contribute to promoting non-commercial forms of AE. Design/methodology/approach: This paper uses the human capital theoretical lens to make its argument and applies it to data obtained from exploratory qualitative research (55 semi-structured interviews and nine focus groups) in the developing countries of Bolivia, Colombia and Ecuador. Findings: Universities can promote different forms of non-commercial AE even in the absence of sophisticated resources for innovation, through the stimulation of the specific human capital of the university community resulting from activities where they help others. Originality/value: This paper proposes a general framework for advancing theory development in AE and its non-commercial forms, based on data obtained in uncharted territories for AE. © 2022, Emerald Publishing Limited.","Academic entrepreneurship; Entrepreneurial orientation; Human capital; Social entrepreneurship; Social impact",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131864244&doi=10.3389%2ffpubh.2022.832711&partnerID=40&md5=c27508a622743422f98f3877ff6b4404","Small- and medium-sized enterprises (SMEs) play an important role in sustainable development not only for their significant contribution to China's economy but also for their large share of total discharged pollutants. Despite the widely acknowledged importance and benefits of environmental management accounting (EMA), the level of adoption and implementation of EMA practice is still weak within SMEs in many countries, especially in China. The current systematic review aims to identify the barriers affecting the Chinese SMEs for adopting EMA practices along with the critical success factors required for adopting EMA practices by SMEs and their top management for ensuring sustainable corporate environmental performance in China. The study is carried out following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) guidelines. In total, 73 articles were found to be eligible to be included in the systematic review, which was published on EMA in small- and medium-sized enterprises in China. Our study aims to document barriers to the adoption of EMA among Chinese SMEs. The review concluded that strict legislation and the availability of flexible financing options for SMEs can promote the adoption of EMA by SMEs. The establishment of environmental reporting systems and auditing mechanisms can further increase the utilization of EMA by small and medium firms. Barriers to EMA adoption can be mitigated after careful consideration of the current situation in SMEs. Documentation of significant barriers may help to form supportive policies which ultimately add to the efforts toward climate change mitigation. Copyright © 2022 Javed, Yusheng, Iqbal, Fareed and Shahzad.","China; environmental management accounting (EMA); small and medium sized enterprises (SMEs); sustainable corporate environmental performance; systematic review","China; Conservation of Natural Resources; China; environmental protection"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107518354&doi=10.1002%2fsd.2218&partnerID=40&md5=c5ad4ab50bc0a71a395cec3b519ea1e8","Business schools have the potential to become an important driver for sustainable development (SD) by broadening their research assessments beyond scientific performance. Assessment frameworks that expand the scope from academic performance to actual contributions to SD can support business schools in this regard. This article addresses the current lack of pluralistic conceptualizations of research impacts and aims to propose an assessment framework and indicators for business school research impacts on SD. It thus investigates the contributions of business school research to the Sustainable Development Goals (SDGs) through an explorative case analysis of Vienna University of Economics and Business (WU Vienna) and grounded theory's constant comparative method. In doing so, it adds value to the discussion about the societal relevance of business schools and pluralistic assessments of their research impacts. The findings illustrate that business school research impacts the economy, policy making, and education by fostering organizational and systemic change and contributes to overcoming societal and environmental challenges. The proposed framework contributes to shifting the focus of research impact assessment of business schools toward SD. It shows that business schools must holistically recognize their impacts by considering key SD impact areas, impact scope and pathways, and their actual contributions to the SDGs. © 2021 The Author. Sustainable Development published by ERP Environment and John Wiley & Sons Ltd.","business schools; case study; grounded theory; higher education; research impacts; sustainability assessment; sustainability indicators; sustainable development goals","academic performance; comparative study; higher education; sustainability; sustainable development; Sustainable Development Goal"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105793763&doi=10.1016%2fj.ibusrev.2021.101863&partnerID=40&md5=3dce7c6d6e8b5c17f2f828533ffb5b16","By building on insights from institutional isomorphism, this paper investigates the development paths of latecomer business schools in Hong Kong, (South) Korea, Singapore, and Taiwan. The global isomorphic pressure prevalent in higher education (e.g. the global regime of rankings) drives latecomers to imitate the practices of incumbents in order to enhance their academic impact through business and management research. Our study argues that latecomers respond to global isomorphism by forging their own paths. Our analysis shows that business knowledge production in Hong Kong and Singapore was more responsive to coercive (research strategy) and normative (faculty recruitment strategy) isomorphic pressure than Korea and Taiwan. The response to mimetic isomorphic pressure (co-authorship strategy) was less salient in Hong Kong and Taiwan than in Singapore and Korea. Further, we find that research, faculty recruitment, and co-authorship strategies affect the academic impact (citations) of the higher education institutions across each country differently. Our study sheds new light on the role of global isomorphism in the emergence of latecomer business schools. © 2021 Elsevier Ltd","Business school; Catch up; Citations; Isomorphism; Latecomer",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091472945&doi=10.4324%2f9780429321061&partnerID=40&md5=777a5b608854e93468d3e46dafb60480","Based on a theoretical analysis and supported by both explorative qualitative and quantitative research, this book examines the many reasons why an initiative becomes an innovation and why some organizations are better at innovation than others. Developing Capacity for Innovation in Complex Systems offers insights into the history of the idea of innovation, as well as knowledge around different discourses on innovation. The purpose of this book is to help organisations further their aspirations and work with innovation. It is based on three premises: (1) that capacity can be developed, (2) that it is worthwhile trying to do so, and (3) there are however no guarantees for success. Providing a comprehensive view of innovation and discussing the theoretical challenges, the book contributes towards a holistic theory for capacity building for innovation. The book conveys frameworks, methodologies, and tools that are used in terms of innovation, and it explains positive strategies for innovation that are being developed. Complexity theory is presented and attributed to the construct of innovation to further the understanding of the intricacies and fallacies of innovation work. This book will be of direct interest to scholars and subject matter experts in the field of innovation management. Business leaders and reflective practitioners will find the content relevant and accessible. © 2021 Christer Vindeløv-Lidzélius. All right reserved.","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102263083&partnerID=40&md5=1d3cb1864475fe5b2251640d9c723895","Much of social psychology is concerned with processes that play a role in human behaviour, which we take here to be, if not fully synonymous with agency, nonetheless a core aspect of its defining features. This chapter provides a systematic review of how social psychological constructs and related agentic theory have been used to address questions relevant to individual agency in the context of sociotechnical sustainability transitions. Our motivating premise is that an understanding of higher-level transitions processes is incomplete without an understanding of why people act as they do. We find that light, simultaneous reference to social psychology and sociotechnical transitions remains sizeable and is ongoing. The social psychology-related approaches used can be categorised as: (i) variable based psychology; (ii) information, framing and risk; (iii) social practice, culture and lifestyle; (iv) representations and expectations; (v) reviews, syntheses and systems models; (vi) values, norms and traits; (vii) place attachment; (viii) societal and organizational-level concepts. We discuss related ontological issues and conclude that social psychological-related approaches may usefully complement sociotechnical, co-evolutionary approaches to sustainability transitions, with varying degrees of integration being possible. © Satu Teerikangas, Tiina Onkila, Katariina Koistinen and Marileena Mäkelä 2021.","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141599411&doi=10.4324%2f9781003039358&partnerID=40&md5=c17ef87d38e54fd0f1b9c301298b12f8","This significant volume is the first to use primary research evidence to examine tourism, ageing and the implications of an ageing population for the visitor economy. Adopting a multidisciplinary approach, this book offers insights into the new opportunities, threats and challenges that the growing ageing-tourism markets poses. The ageing population has created a demographic time bomb with a population structure that is skewed towards a growing proportion of older people. When this is combined with the impact of health conditions, such as dementia, the future shape of visitor demand and tourism behaviour is likely to change and face many new challenges, albeit at different rates in time and space. Chapters include cutting-edge insights into future issues, while interviews are used to illustrate and explain issues affecting ageing and tourism, creating a much-needed synthesis of the ageing-tourism nexus to demonstrate intellectual leadership around this theme. This book will be of great interest to all upper-level students, academics and researchers in the fields of tourism, hospitality, leisure studies, and health and social care. © 2022 Stephen J. Page and Joanne Connell.","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136370397&doi=10.4018%2f978-1-7998-4975-9&partnerID=40&md5=bc789862e7c46638d6159b892f11c7eb","Existing research understands co-production as leading to shifts in roles of the public sector institutions and their staffs. The shift is seen in the way that a discursive use of the term service provision with embedded logics encompassing fiscal accountability, performance measurement, efficiency, and process regulation has changed towards discourses that embrace collaboration between the public sector front staff and the citizens, with the aim of developing legitimate and effective welfare services that are co-produced by means of active participation and distributed decision making. However, this change requires new approaches to the way in which the implementation of new practices and tools is executed in practice as studied and researched, and how the new practices and tools are understood and evaluated in organizations. Processual Perspectives on the Co-Production Turn in Public Sector Organizations is an essential reference book that examines, unfolds, and develops approaches to co-production and implementation as dynamic, processual, collaborative, sensemaking, and as requiring and resulting in capacity building and learning. Moreover, the book examines new approaches to engage citizens and public sector actors in collaborative and co-productive processes, especially with concern for new goals pertaining to sustainability, social equity, democratic legitimacy, etc. Covering topics that include knowledge management and collective leadership, the book presents perspectives on capacity building, learning, change, and evaluation in organizations and current research in different areas of the public sector. It is intended for public sector administrators and managers investigating the relevancy, approaches, and methods in co-production. Furthermore, it targets civil actors and welfare service users, leaders and managers of public organizations, researchers, academicians, and students in programs that include social welfare development, public administration, political science, and organizational development. © 2021 by IGI Global. All rights reserved.","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125515578&doi=10.4324%2f9780429323515&partnerID=40&md5=54e6c82c7423e46f606948655d088ee2","How Groups Encourage Misbehavior explores the psychological and social processes by which groups develop a tolerance for and even encourage misbehavior. Drawing from decades of research on social, cognitive, and organizational psychology, as well as a deep well of historical research, this book shows how commitment to groups, organizations, and movements can turn moral individuals into amoral agents. Pulling together what have been traditionally distinct areas of study, How Groups Encourage Misbehavior provides a detailed and unified account of how good organizations go bad and how groups of all types can push otherwise honest and upright individuals to behave in ways that violate laws and social norms. This text describes how social norms, rationalization, the characteristics of formal and informal groups, attachment to groups and organizations, and the structure of organizational life can all contribute to misbehavior. Each chapter includes one or more sidebar discussions of relevant and interesting examples to illustrate the ways groups and organizations encourage and support misbehavior. The final two chapters discuss how many of these same attributes and processes can be used to encourage positive behaviors and foster recovery from dysfunctional and corrupt cultures and modes of behavior. A valuable text for a broad range of psychology courses, How Groups Encourage Misbehavior will especially appeal to practitioners, scholars, and students interested in ethics in organizations and the intersection between social psychology and organizational behavior. © 2021 Taylor & Francis. All rights reserved.","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100049136&doi=10.1111%2fijmr.12245&partnerID=40&md5=4105de8884b16f019b4230383231c1ce","Several years since the introduction of systematic review in management research, our paper takes stock of how the methodology has been used thus far to elicit potential areas for improvement and a future best practice agenda. It was our focus to investigate how synthesis methods have been approached and how implications are spelled out for future research, practice and, where relevant, policy. To address this, we conducted a systematic review of systematic reviews published in management research since the early 2000s (N = 391). We found that whilst scholars adopted similar methodological steps, there was variability in focus, with more attention paid to explaining the systematic review methodology protocol and search strategy utilized, than on detailed analysis and synthesis of the included studies’ findings. These aspects should be addressed more explicitly from the outset as an integral aspect of a systematic review protocol to support more refined application of relevant synthesis methods to develop the field. We conclude with a guide for ‘best practice’, including recommendations and published examples where available and an agenda for future refinement. © 2021 The Authors. International Journal of Management Reviews published by British Academy of Management and John Wiley & Sons Ltd","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057806386&doi=10.1016%2fj.jwb.2018.11.004&partnerID=40&md5=63b6c1e4f5665c74ec31df41c0faf287","When social enterprises, being defined by their social mission and profitability, internationalize, they need to respond to institutional logics in the host country. By juxtaposing institutional logic and entry mode choice literature, this paper shows how social enterprises accommodate different institutional logics when they enter foreign markets. We collected data on Chinese healthcare reform, governmental policies and their changes, and conducted 36 in-depth interviews and three expert group meetings. By analyzing five non-Chinese hospitals entering China, we show how social enterprises, as hybrid organizations, respond to governmental, commercial, and social institutional logics, when entering a foreign market. © 2018 Elsevier Inc.","China; Entry mode; Foreign hospital; Hybrid organization; Institutional logic; Social enterprise",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126390173&doi=10.4018%2f978-1-7998-4519-5&partnerID=40&md5=329bd39015d6a712a286f7f28a750dfb","The roles that corporate social responsibility (CSR) and business support of democracy play in American higher education are infrequently discussed, though very important. There are many ethical issues that concern both corporate interests as well as higher education, linking the two more than many would think. It is necessary to understand the environment, inter-organizational relationships, and documents holistically to observe the rich history, pluralistic American societal issues, and relevant milestones between corporate America and higher education. Partnership Motives and Ethics in Corporate Investment in Higher Education provides comprehensive documentation of business and corporate entanglements with higher education. This work discusses the historic journey of funding from business and U.S. corporate engagement in American higher education. Covering topics such as academy-business relationships, philanthropic partnerships, and transactional partnerships, this work is essential for professors, executives, managers, faculty, fundraisers, leaders in higher education, researchers, students, and academicians with interests in CSR, business ethics, and higher education. © 2021 by IGI Global. All rights reserved.","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118934054&doi=10.1093%2freseval%2frvaa030&partnerID=40&md5=617c4c44095c7156ed533ed99a99eb68","Public and private research funding to academic institutions is increasingly conditional on demonstrating societal impact. Research is expected to produce new knowledge that is both relevant in academia and of direct practical use in society. Universities are well placed to serve as links between global academic communities and local problem owners. However, playing this pivotal role is problematic because in practice there is a tendency to frame the dual role of producing socially relevant and academic knowledge in terms of an artificial distinction between applied consultancy and basic research. Considering the challenges faced by universities in playing a more proactive role in addressing the practical challenges faced by their home regions, we propose the term transformative academic institutions to refer to research centres created within universities to proactively engage in the socioeconomic development of the regions in which they are rooted. We propose an experimental framework that can help map the relationship between their role in a global academic knowledge community and their role in the (local) practical knowledge community. The framework is developed from on our own experience working in an academic institution that conducts research to strengthen regional socioeconomic development processes. We experiment with the framework through an application to our own research context in the period 2016-19. Our findings show that this relationship can be mapped by assessing: (1) how well academic research questions are aligned to themes identified in regional policy discourse; and (2) whether academic knowledge has demonstrably led to changes actioned by regional stakeholders. © 2021 The Author(s). Published by Oxford University Press. All rights reserved.","regional development; societal impact; Spain; universities",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087022472&doi=10.1515%2ferj-2019-0201&partnerID=40&md5=c8e92a09bd66994e9a5c4516cc869e7a","Situational factors may facilitate or frustrate the translation of entrepreneurial intentions into subsequent actions. In this study, we use data from two waves of a large-scale cross-country study of student entrepreneurship, the Global University Entrepreneurial Spirit Students' Survey (GUESSS), conducted in 2011 and 2013/2014 (n = 1434 students from 142 universities in nine countries), in order to investigate the impact of country-level institutions (financial market institutions and legal institutions) on the link between entrepreneurial intentions and subsequent start-up activities. We find that the quality of legal institutions has a significant positive impact on the translation of intentions into actions, whereas the quality of the national financial system does not influence the intentions-actions link. Theoretical and public policy implications are discussed.  © 2020 Walter de Gruyter GmbH, Berlin/Boston.","entrepreneurial intention; formal institutions; Global University Entrepreneurial Spirit Students' Survey; intention-action link; student entrepreneurs",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132952453&partnerID=40&md5=5abf106ee6d0d527908436d22365cd88","The COVID-19 pandemic has caused extraordinary disruptions in societies, companies, and nations across the globe. In response to this global devastation, companies need to develop business and management practices to answer new and emerging challenges and speed the recovery of economies, the creation of new jobs and prosperity, and achieve sustainable growth. The transition to digital and greener economies offers important challenges and opportunities for people, companies, cities, and governments. The Handbook of Research on Developing Circular, Digital, and Green Economies in Asia explores new and emerging business and management practices to support companies and economies in the digital transformation in Asia with special emphasis on success and failure experiences. This book will analyze the role of digital skills and competences, green issues, and technological disruptors in these emerging practices in Asia and how they can contribute to the creation of new business opportunities, more jobs, and growth for the recovery of Asian economies after the pandemic. Covering topics including consumption values, psychological capital, and tourist culture, this book is essential for academicians, economists, managers, students, politicians, policymakers, corporate heads of firms, senior general managers, managing directors, information technology directors and managers, libraries, and researchers. © 2022 by IGI Global. All rights reserved.","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127739583&doi=10.1108%2fJEEE-02-2021-0048&partnerID=40&md5=ed41c215bfa60fc6a12b7a5ae51b27ae","Purpose: Entrepreneurial intention is one of the main predictors of venture creation. However, the approaches used to analyze the entrepreneurial intention and venture creation are mostly linear approaches, leaving aside the fact that new ventures arise in a context characterized by fluctuations and instability, especially in emerging economies where economic and social factors are highly variables. Nevertheless, a dynamic approach could best represent its behavior. This study aims to propose an alternative approach and a starting point for more complex dynamic models in the entrepreneurship process that surpass the limitation of the current linear methodologies and allow gathering isolated studies' contributions. Design/methodology/approach: This study proposes a method to shed light on the processes related to the venture creation process and entrepreneurial intention by designing a system dynamics simulation model. Findings: The results reveal that the delayed effect of expectations produces a growing tendency in project creation, venture establishment and venture creation. Likewise, the entrepreneurial intention is not a static variable; it changes by the system’s dynamics and disturbs the venture creation process, which produces an increase in oscillations in the model and, therefore, reduces the project’s growth and venture creation. Research limitations/implications: This model is a generic approach for the study of venture creation and entrepreneurial intention. The model can analyze entrepreneurial intention and venture creation in different contexts, adjusting the different model parameters. The authors run a sensitivity analysis to encompass deviation from the parameter established and the uncertainty about them. However, the empirical data used for the model’s testing, in this case, correspond to an approximation to the behavior of venture creation in Colombia, which is considered an emerging economy. The model proposed does not pretend to incorporate all the variables and phenomena about entrepreneurship. Originality/value: The approach suggested in this work aims to conceptualize venture creation as a complex process that emerges from the occurrence and combination of simpler states, instead of activities that represent building blocks. In addition, the term “entrepreneurial process” is defined as a composite of different perspectives that use a series of multidisciplinary theories to address the topic. © 2022, Emerald Publishing Limited.","Entrepreneurial intention; Expectations; New venture creation; Simulation; System dynamics",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113404092&doi=10.1016%2fj.jbusres.2021.08.030&partnerID=40&md5=7afecb43bc97632c350bee2a75145f3f","This paper presents a novel conceptual map of how knowledge hiding is understood and practiced in the higher education context. Building on a review of the knowledge management literature, we first discuss the nature of knowledge, the conceptualization of knowledge hiding, and other related concepts. Next, we identify factors that are linked to knowledge hiding intention and behaviors at the individual, interpersonal and organizational levels based on three major roles of academics: teaching, research, and leadership-administration (or service), culminating with an original conceptual map. Finally, based on the conceptual map, we present propositions that warrant future research to advance understanding about knowledge hiding in the higher education context. Our review and conceptual map provide important implications to the knowledge management literature at large. © 2021 Elsevier Inc.","Academic roles; Access; Conceptual map; Higher education; Knowledge hiding",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138974188&doi=10.4337%2f9781800378940&partnerID=40&md5=1ee763e3489dd143d323a1620b02544f","This critical book presents ways to improve the impact of corporate sustainability programs on the ecological and social systems that we rely upon. Integrating three decades of multidisciplinary empirical and conceptual research undertaken by three leading management scholars in three countries, this book addresses the current state of, and the prospects for, business to help create a truly sustainable society.  Providing a balanced perspective, Salvaging Corporate Sustainability expertly charts the path from the promises of corporate sustainability, to where it has gone wrong, and on to where it needs to go from here. The authors conclude by outlining a research agenda for finding a working balance between free market and formal governance that can yield substantive corporate sustainability programs. Overall, this book will challenge readers to take a broader view of how we use the planet’s limited resources and the ways in which corporations can work with their stakeholders and the government to address our global sustainability challenges. Offering new directions for uncovering better ways to increase sustainability through business, this book will be core reading for academics and students of business leadership, corporate social responsibility, corporate sustainability, and strategic management. It will also be useful for practitioners who oversee and implement sustainability practices, helping them to conceptualize how to approach their jobs. © Michael L. Barnett, Irene Henriques and Bryan W. Husted 2022","",""
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150046435&doi=10.1007%2f978-3-030-55509-2&partnerID=40&md5=aa455226928bd97e94de66cebf64351c","This book examines user and community co-production of public services and outcomes, currently one of the most discussed topics in the field of public management and policy. It considers co-production in a wide range of public services, with particular emphasis on health, social care and community safety, illustrated through international case studies in many of the chapters. This book draws on both quantitative and qualitative empirical research studies on co-production, and on the Governance International database of more than 70 international co-production case studies, most of which have been republished by the OECD. Academically rigorous and systematically evidence-based, the book incorporates many insights which have arisen from the extensive range of research projects and executive training programmes in co-production undertaken by the author. Written in a style which is easy and enjoyable to read, the book gives readers, both academics and practitioners, the opportunity to develop a creative understanding of the essence and implications of co-production. © The Editor(s) (if applicable) and The Author(s) 2021. All rights reserved.","Austerity; Co-assessment; Co-commissioning; Co-delivery; Co-design; Co-Production; Community Safety; Environmental Services; Governance International; Health Policy; Public Governance; Public participation; Public safety; Public Sector Governance; Public Service Implementation; Public service quality; Risk management; Self-help; Social Care; Volunteering",""
